metric_name,series_id,type,category,unit,frequency,value,period_date,release_date,monthly_change,annual_change
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.94,2017-06-01,,-0.2531645569620311,-6.413301662707839
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.89,2017-06-08,,-1.2690355329949194,-9.534883720930226
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.91,2017-06-15,,0.5141388174807203,-7.565011820330975
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.9,2017-06-22,,-0.2557544757033307,-5.797101449275358
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.88,2017-06-29,,-0.5128205128205132,-5.3658536585365795
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.96,2017-07-06,,2.061855670103095,-2.9411764705882377
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.03,2017-07-13,,1.7676767676767748,1.5113350125944598
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.96,2017-07-20,,-1.7369727047146473,-1.7369727047146473
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.92,2017-07-27,,-1.010101010101011,-2.4875621890547177
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.93,2017-08-03,,0.2551020408163324,-2.962962962962955
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.9,2017-08-10,,-0.7633587786259605,-2.9850746268656634
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.89,2017-08-17,,-0.25641025641025095,-1.5189873417721533
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.86,2017-08-24,,-0.7712082262210861,-2.0304568527918803
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.82,2017-08-31,,-1.0362694300518145,-1.7994858611825266
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.78,2017-09-07,,-1.0471204188481684,-3.3248081841432313
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.78,2017-09-14,,0.0,-3.0769230769230798
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.83,2017-09-21,,1.32275132275133,-1.2886597938144284
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.83,2017-09-28,,0.0,-3.28282828282828
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.85,2017-10-05,,0.522193211488251,-4.466501240694793
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.91,2017-10-12,,1.5584415584415598,-1.262626262626258
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.88,2017-10-19,,-0.7672634271099807,-1.020408163265307
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.94,2017-10-26,,1.546391752577321,0.25445292620864596
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.94,2017-11-02,,0.0,1.0256410256410264
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.9,2017-11-09,,-1.0152284263959401,0.2570694087403544
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.95,2017-11-16,,1.282051282051289,2.331606217616588
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.92,2017-11-22,,-0.7594936708860822,2.6178010471204214
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.9,2017-11-30,,-0.5102040816326535,3.174603174603178
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.94,2017-12-07,,1.0256410256410264,4.232804232804237
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.93,2017-12-14,,-0.25380710659897937,2.6109660574412556
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.94,2017-12-21,,0.25445292620864596,2.872062663185375
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.99,2017-12-28,,1.2690355329949305,3.63636363636364
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.95,2018-01-04,,-1.0025062656641612,1.0230179028133002
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,3.99,2018-01-11,,1.0126582278481022,2.8350515463917607
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.04,2018-01-18,,1.253132832080196,2.53807106598985
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.15,2018-01-25,,2.7227722772277305,5.32994923857869
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.22,2018-02-01,,1.6867469879517927,8.2051282051282
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.32,2018-02-08,,2.36966824644551,9.367088607594939
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.38,2018-02-15,,1.3888888888888797,11.73469387755102
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.4,2018-02-22,,0.4566210045662206,12.820512820512834
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.43,2018-03-01,,0.6818181818181672,12.436548223350249
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.46,2018-03-08,,0.6772009029345428,13.48600508905852
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.44,2018-03-15,,-0.44843049327353307,12.690355329949249
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.45,2018-03-22,,0.2252252252252204,11.528822055137843
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.44,2018-03-29,,-0.22471910112359073,12.405063291139246
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.4,2018-04-05,,-0.9009009009009016,10.275689223057647
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.42,2018-04-12,,0.4545454545454448,9.405940594059404
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.47,2018-04-19,,1.1312217194570096,7.710843373493962
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.58,2018-04-26,,2.4608501118568307,8.530805687203799
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.55,2018-05-03,,-0.6550218340611408,5.324074074074063
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.55,2018-05-10,,0.0,3.8812785388127837
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.61,2018-05-17,,1.3186813186813295,4.772727272727272
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.66,2018-05-24,,1.0845986984815579,5.191873589164795
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.56,2018-05-31,,-2.1459227467811273,2.242152466367705
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.54,2018-06-07,,-0.4385964912280609,2.2522522522522443
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.62,2018-06-14,,1.7621145374449354,3.8202247191011214
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.57,2018-06-21,,-1.0822510822510785,2.9279279279279256
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.55,2018-06-28,,-0.43763676148797503,3.409090909090897
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.52,2018-07-05,,-0.6593406593406648,2.262443438914019
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.53,2018-07-12,,0.22123893805311232,1.342281879194642
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.52,2018-07-19,,-0.22075055187639456,-1.3100436681222816
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.54,2018-07-26,,0.4424778761062049,-0.21978021978021509
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.6,2018-08-02,,1.3215859030836918,1.098901098901095
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.59,2018-08-09,,-0.21739130434782145,-0.43383947939263473
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.53,2018-08-16,,-1.3071895424836517,-2.7896995708154484
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.51,2018-08-23,,-0.4415011037527695,-1.0964912280701715
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.52,2018-08-30,,0.2217294900221682,-0.4405286343612437
30-Year Fixed Rate Mortgage Average,MORTGAGE30US,Financial,Interest Rates,Percent,Weekly,4.54,2018-09-06,,0.4424778761062049,-1.731601731601733
